,Market,Submarket,Population,Start,Price,LTV,Loan,Equity,SOFR,Spread,Net_Rate
Fayetteville - NC USA - West Cumberland County,Fayetteville - NC,West Cumberland County,394061.0,2024-12-31,179718.8233,0.6,107831.29397999999,71887.52932,0.0404,0.03,0.07039999999999999
Flagstaff - AZ USA - Flagstaff ,Flagstaff - AZ,Flagstaff ,145630.0,2024-12-31,345249.0293,0.6,207149.41757999998,138099.61172000002,0.0404,0.03,0.07039999999999999
Flint - MI USA - Burton/Davison,Flint - MI,Burton/Davison,398478.0,2024-12-31,95136.9519,0.6,57082.17114,38054.78076,0.0404,0.03,0.07039999999999999
Flint - MI USA - Grand Blanc/Goodrich,Flint - MI,Grand Blanc/Goodrich,398478.0,2024-12-31,161579.9612,0.6,96947.97671999999,64631.98448,0.0404,0.03,0.07039999999999999
Fond du Lac - WI USA - Suburban Fond du Lac,Fond du Lac - WI,Suburban Fond du Lac,104386.0,2024-12-31,109752.4285,0.6,65851.4571,43900.9714,0.0404,0.03,0.07039999999999999
Fort Collins - CO USA - Fort Collins,Fort Collins - CO,Fort Collins,375752.0,2024-12-31,293369.6909,0.6,176021.81454,117347.87636,0.0404,0.03,0.07039999999999999
Fort Collins - CO USA - Loveland,Fort Collins - CO,Loveland,375752.0,2024-12-31,290417.9757,0.6,174250.78542,116167.19028000001,0.0404,0.03,0.07039999999999999
Fort Collins - CO USA - Outlying Larimer County,Fort Collins - CO,Outlying Larimer County,375752.0,2024-12-31,404639.0857,0.6,242783.45142,161855.63428,0.0404,0.03,0.07039999999999999
Fort Lauderdale - FL USA - Central Fort Lauderdale,Fort Lauderdale - FL,Central Fort Lauderdale,1988704.0,2024-12-31,458840.283,0.6,275304.1698,183536.11320000002,0.0404,0.03,0.07039999999999999
Fort Lauderdale - FL USA - Coral Springs,Fort Lauderdale - FL,Coral Springs,1988704.0,2024-12-31,323709.4362,0.6,194225.66171999997,129483.77448000001,0.0404,0.03,0.07039999999999999
Fort Lauderdale - FL USA - Hollywood/Dania Beach,Fort Lauderdale - FL,Hollywood/Dania Beach,1988704.0,2024-12-31,418259.6828,0.6,250955.80968,167303.87312,0.0404,0.03,0.07039999999999999
Fort Lauderdale - FL USA - Miramar/Hallandale Beach,Fort Lauderdale - FL,Miramar/Hallandale Beach,1988704.0,2024-12-31,831425.22,0.6,498855.132,332570.088,0.0404,0.03,0.07039999999999999
Fort Lauderdale - FL USA - Oakland Park/Lauderhill,Fort Lauderdale - FL,Oakland Park/Lauderhill,1988704.0,2024-12-31,411981.3709,0.6,247188.82253999996,164792.54836000002,0.0404,0.03,0.07039999999999999
Fort Lauderdale - FL USA - Pembroke Pines/West Miramar,Fort Lauderdale - FL,Pembroke Pines/West Miramar,1988704.0,2024-12-31,323156.048,0.6,193893.6288,129262.4192,0.0404,0.03,0.07039999999999999
Fort Lauderdale - FL USA - Plantation/Sunrise,Fort Lauderdale - FL,Plantation/Sunrise,1988704.0,2024-12-31,357236.5723,0.6,214341.94337999998,142894.62892000002,0.0404,0.03,0.07039999999999999
Fort Lauderdale - FL USA - Pompano Beach/Deerfield Beach,Fort Lauderdale - FL,Pompano Beach/Deerfield Beach,1988704.0,2024-12-31,385220.3751,0.6,231132.22506,154088.15004,0.0404,0.03,0.07039999999999999
Fort Lauderdale - FL USA - Weston/Davie,Fort Lauderdale - FL,Weston/Davie,1988704.0,2024-12-31,352249.8904,0.6,211349.93423999997,140899.95616,0.0404,0.03,0.07039999999999999
Fort Myers - FL USA - Cape Coral,Fort Myers - FL,Cape Coral,839917.0,2024-12-31,226920.8917,0.6,136152.53502,90768.35668000001,0.0404,0.03,0.07039999999999999
Fort Myers - FL USA - Central Lee County,Fort Myers - FL,Central Lee County,839917.0,2024-12-31,255200.5365,0.6,153120.32189999998,102080.2146,0.0404,0.03,0.07039999999999999
Fort Myers - FL USA - Southern Lee County,Fort Myers - FL,Southern Lee County,839917.0,2024-12-31,281105.5255,0.6,168663.3153,112442.2102,0.0404,0.03,0.07039999999999999
Fort Myers - FL USA - Western Lee County,Fort Myers - FL,Western Lee County,839917.0,2024-12-31,181715.3279,0.6,109029.19674,72686.13116,0.0404,0.03,0.07039999999999999
Fort Smith - AR USA - Fort Smith,Fort Smith - AR,Fort Smith,279911.0,2024-12-31,120262.1899,0.6,72157.31394,48104.875960000005,0.0404,0.03,0.07039999999999999
Fort Smith - AR USA - Outlying Sebastian County,Fort Smith - AR,Outlying Sebastian County,279911.0,2024-12-31,150448.0604,0.6,90268.83623999999,60179.22416,0.0404,0.03,0.07039999999999999
Fort Wayne - IN USA - Central/Southside,Fort Wayne - IN,Central/Southside,459356.0,2024-12-31,369621.5862,0.6,221772.95172,147848.63448,0.0404,0.03,0.07039999999999999
Fort Wayne - IN USA - Northside,Fort Wayne - IN,Northside,459356.0,2024-12-31,102107.5198,0.6,61264.51187999999,40843.007920000004,0.0404,0.03,0.07039999999999999
Fort Wayne - IN USA - Outlying Allen County,Fort Wayne - IN,Outlying Allen County,459356.0,2024-12-31,116263.9106,0.6,69758.34636,46505.56424000001,0.0404,0.03,0.07039999999999999
Fresno - CA USA - Downtown Fresno,Fresno - CA,Downtown Fresno,1018928.0,2024-12-31,209635.6072,0.6,125781.36432,83854.24288,0.0404,0.03,0.07039999999999999
Fresno - CA USA - East Fresno,Fresno - CA,East Fresno,1018928.0,2024-12-31,278990.2202,0.6,167394.13211999997,111596.08808,0.0404,0.03,0.07039999999999999
Fresno - CA USA - North Fresno,Fresno - CA,North Fresno,1018928.0,2024-12-31,290171.5508,0.6,174102.93048,116068.62032000002,0.0404,0.03,0.07039999999999999
Fresno - CA USA - West Fresno,Fresno - CA,West Fresno,1018928.0,2024-12-31,254621.5666,0.6,152772.93996,101848.62664,0.0404,0.03,0.07039999999999999
Fresno - CA USA - Western Suburban Fresno,Fresno - CA,Western Suburban Fresno,1018928.0,2024-12-31,154912.8192,0.6,92947.69152,61965.127680000005,0.0404,0.03,0.07039999999999999
Gainesville - FL USA - Gainesville ,Gainesville - FL,Gainesville ,309401.0,2024-12-31,182791.454,0.6,109674.8724,73116.5816,0.0404,0.03,0.07039999999999999
Gainesville - GA USA - Gainesville,Gainesville - GA,Gainesville,218994.0,2024-12-31,191513.7582,0.6,114908.25492,76605.50328,0.0404,0.03,0.07039999999999999
Gainesville - GA USA - Oakwood/Flowery Branch,Gainesville - GA,Oakwood/Flowery Branch,218994.0,2024-12-31,197673.7246,0.6,118604.23475999999,79069.48984,0.0404,0.03,0.07039999999999999
Grand Forks - ND USA - Grand Forks ,Grand Forks - ND,Grand Forks ,103570.0,2024-12-31,152586.2671,0.6,91551.76026,61034.50684,0.0404,0.03,0.07039999999999999
Grand Rapids - MI USA - Barry County,Grand Rapids - MI,Barry County,1108477.0,2024-12-31,501381.0531,0.6,300828.63185999996,200552.42124000003,0.0404,0.03,0.07039999999999999
Grand Rapids - MI USA - Downtown Grand Rapids,Grand Rapids - MI,Downtown Grand Rapids,1108477.0,2024-12-31,212947.909,0.6,127768.7454,85179.16360000001,0.0404,0.03,0.07039999999999999
Grand Rapids - MI USA - Grand Haven,Grand Rapids - MI,Grand Haven,1108477.0,2024-12-31,139745.7,0.6,83847.42000000001,55898.280000000006,0.0404,0.03,0.07039999999999999
Grand Rapids - MI USA - Holland/Zeeland,Grand Rapids - MI,Holland/Zeeland,1108477.0,2024-12-31,152310.4591,0.6,91386.27546,60924.18364,0.0404,0.03,0.07039999999999999
Grand Rapids - MI USA - Kentwood/Wyoming,Grand Rapids - MI,Kentwood/Wyoming,1108477.0,2024-12-31,273565.113,0.6,164139.06780000002,109426.04520000001,0.0404,0.03,0.07039999999999999
Grand Rapids - MI USA - North Grand Rapids,Grand Rapids - MI,North Grand Rapids,1108477.0,2024-12-31,245671.8146,0.6,147403.08876,98268.72584000001,0.0404,0.03,0.07039999999999999
Grand Rapids - MI USA - Outlying Kent County,Grand Rapids - MI,Outlying Kent County,1108477.0,2024-12-31,199203.2523,0.6,119521.95137999998,79681.30092000001,0.0404,0.03,0.07039999999999999
Grand Rapids - MI USA - Outlying Ottawa County,Grand Rapids - MI,Outlying Ottawa County,1108477.0,2024-12-31,130239.8256,0.6,78143.89536,52095.93024,0.0404,0.03,0.07039999999999999
Greeley - CO USA - Greeley,Greeley - CO,Greeley,369077.0,2024-12-31,227935.6238,0.6,136761.37428,91174.24952000001,0.0404,0.03,0.07039999999999999
Greeley - CO USA - South Weld County,Greeley - CO,South Weld County,369077.0,2024-12-31,233799.0192,0.6,140279.41152,93519.60768000002,0.0404,0.03,0.07039999999999999
Green Bay - WI USA - Ashwaubenon,Green Bay - WI,Ashwaubenon,335546.0,2024-12-31,189984.5765,0.6,113990.7459,75993.8306,0.0404,0.03,0.07039999999999999
Green Bay - WI USA - Central Green Bay,Green Bay - WI,Central Green Bay,335546.0,2024-12-31,102194.0216,0.6,61316.412959999994,40877.60864,0.0404,0.03,0.07039999999999999
Green Bay - WI USA - De Pere,Green Bay - WI,De Pere,335546.0,2024-12-31,152504.1892,0.6,91502.51352,61001.67568,0.0404,0.03,0.07039999999999999
Green Bay - WI USA - Downtown Green Bay,Green Bay - WI,Downtown Green Bay,335546.0,2024-12-31,156724.3666,0.6,94034.61996000001,62689.746640000005,0.0404,0.03,0.07039999999999999
Green Bay - WI USA - Eastern Green Bay,Green Bay - WI,Eastern Green Bay,335546.0,2024-12-31,139826.2429,0.6,83895.74574000001,55930.497160000006,0.0404,0.03,0.07039999999999999
Green Bay - WI USA - Howard,Green Bay - WI,Howard,335546.0,2024-12-31,109448.3422,0.6,65669.00532,43779.33688,0.0404,0.03,0.07039999999999999
Greensboro - NC USA - Downtown Greensboro,Greensboro - NC,Downtown Greensboro,796097.0,2024-12-31,160789.3863,0.6,96473.63178,64315.75452000001,0.0404,0.03,0.07039999999999999
Greensboro - NC USA - Jamestown/High Point,Greensboro - NC,Jamestown/High Point,796097.0,2024-12-31,184255.7123,0.6,110553.42738000001,73702.28492,0.0404,0.03,0.07039999999999999
Greensboro - NC USA - New Garden,Greensboro - NC,New Garden,796097.0,2024-12-31,177686.1017,0.6,106611.66102,71074.44068,0.0404,0.03,0.07039999999999999
Greensboro - NC USA - Outlying Guilford County,Greensboro - NC,Outlying Guilford County,796097.0,2024-12-31,188430.0736,0.6,113058.04416,75372.02944,0.0404,0.03,0.07039999999999999
Greensboro - NC USA - Pleasant Garden,Greensboro - NC,Pleasant Garden,796097.0,2024-12-31,151624.9368,0.6,90974.96208,60649.97472,0.0404,0.03,0.07039999999999999
Greenville - NC USA - Greenville NC ,Greenville - NC,Greenville NC ,175405.0,2024-12-31,133808.4285,0.6,80285.0571,53523.3714,0.0404,0.03,0.07039999999999999
Greenville - SC USA - Berea,Greenville - SC,Berea,984438.0,2024-12-31,211717.3388,0.6,127030.40328,84686.93552,0.0404,0.03,0.07039999999999999
Greenville - SC USA - Downtown Greenville,Greenville - SC,Downtown Greenville,984438.0,2024-12-31,321510.3751,0.6,192906.22506,128604.15004000001,0.0404,0.03,0.07039999999999999
Greenville - SC USA - Eastside Greenville ,Greenville - SC,Eastside Greenville ,984438.0,2024-12-31,172956.1502,0.6,103773.69012,69182.46008,0.0404,0.03,0.07039999999999999
Greenville - SC USA - Greenville/Gantt,Greenville - SC,Greenville/Gantt,984438.0,2024-12-31,108468.0204,0.6,65080.81223999999,43387.20816,0.0404,0.03,0.07039999999999999
Greenville - SC USA - Greenville/Mauldin,Greenville - SC,Greenville/Mauldin,984438.0,2024-12-31,198530.5672,0.6,119118.34031999999,79412.22688,0.0404,0.03,0.07039999999999999
Greenville - SC USA - Greer,Greenville - SC,Greer,984438.0,2024-12-31,164189.895,0.6,98513.93699999999,65675.958,0.0404,0.03,0.07039999999999999
Greenville - SC USA - North Greenville County,Greenville - SC,North Greenville County,984438.0,2024-12-31,278892.2,0.6,167335.32,111556.88,0.0404,0.03,0.07039999999999999
Greenville - SC USA - Outlying Anderson County,Greenville - SC,Outlying Anderson County,984438.0,2024-12-31,166350.2,0.6,99810.12000000001,66540.08,0.0404,0.03,0.07039999999999999
Greenville - SC USA - Simpsonville,Greenville - SC,Simpsonville,984438.0,2024-12-31,184616.1724,0.6,110769.70344,73846.46896000001,0.0404,0.03,0.07039999999999999
Greenville - SC USA - Southeast Pickens County,Greenville - SC,Southeast Pickens County,984438.0,2024-12-31,348182.4745,0.6,208909.4847,139272.9898,0.0404,0.03,0.07039999999999999
Hagerstown - MD USA - Berkeley County,Hagerstown - MD,Berkeley County,289120.0,2024-12-31,177656.5989,0.6,106593.95934,71062.63956000001,0.0404,0.03,0.07039999999999999
Hagerstown - MD USA - Downtown/Maugansville,Hagerstown - MD,Downtown/Maugansville,289120.0,2024-12-31,196828.6632,0.6,118097.19792,78731.46528,0.0404,0.03,0.07039999999999999
Harrisburg - PA USA - Carlisle,Harrisburg - PA,Carlisle,608014.0,2024-12-31,165863.7874,0.6,99518.27244,66345.51496,0.0404,0.03,0.07039999999999999
Harrisburg - PA USA - East Shore/Central,Harrisburg - PA,East Shore/Central,608014.0,2024-12-31,228170.3548,0.6,136902.21288,91268.14192000001,0.0404,0.03,0.07039999999999999
Harrisburg - PA USA - South Dauphin County,Harrisburg - PA,South Dauphin County,608014.0,2024-12-31,202264.1879,0.6,121358.51273999999,80905.67516,0.0404,0.03,0.07039999999999999
Harrisburg - PA USA - West Cumberland County,Harrisburg - PA,West Cumberland County,608014.0,2024-12-31,253150.26,0.6,151890.15600000002,101260.104,0.0404,0.03,0.07039999999999999
Harrisburg - PA USA - West Shore/Mechanicsburg,Harrisburg - PA,West Shore/Mechanicsburg,608014.0,2024-12-31,186419.7153,0.6,111851.82918,74567.88612000001,0.0404,0.03,0.07039999999999999
Hartford - CT USA - Bloomfield/Windsor,Hartford - CT,Bloomfield/Windsor,1210417.0,2024-12-31,247544.0773,0.6,148526.44637999998,99017.63092000001,0.0404,0.03,0.07039999999999999
Hartford - CT USA - Cromwell/Middletown/Rocky Hill,Hartford - CT,Cromwell/Middletown/Rocky Hill,1210417.0,2024-12-31,306931.8193,0.6,184159.09157999998,122772.72772,0.0404,0.03,0.07039999999999999
Hartford - CT USA - E Hmptn/Glastonbury/M’borough/Portlnd,Hartford - CT,E Hmptn/Glastonbury/M’borough/Portlnd,1210417.0,2024-12-31,226113.5014,0.6,135668.10084,90445.40056000001,0.0404,0.03,0.07039999999999999
Hartford - CT USA - East Hartford/Manchester,Hartford - CT,East Hartford/Manchester,1210417.0,2024-12-31,163220.7109,0.6,97932.42654,65288.284360000005,0.0404,0.03,0.07039999999999999
Hartford - CT USA - Enfield/E Windsor/Windsor Locks,Hartford - CT,Enfield/E Windsor/Windsor Locks,1210417.0,2024-12-31,294397.4884,0.6,176638.49303999997,117758.99536,0.0404,0.03,0.07039999999999999
Hartford - CT USA - Farmington,Hartford - CT,Farmington,1210417.0,2024-12-31,254814.4791,0.6,152888.68746,101925.79164000001,0.0404,0.03,0.07039999999999999
Hartford - CT USA - Mansfield/Tolland/Willington,Hartford - CT,Mansfield/Tolland/Willington,1210417.0,2024-12-31,271397.9602,0.6,162838.77612,108559.18407999999,0.0404,0.03,0.07039999999999999
Hartford - CT USA - New Britain/Newington/Wethersfield,Hartford - CT,New Britain/Newington/Wethersfield,1210417.0,2024-12-31,248291.9,0.6,148975.13999999998,99316.76000000001,0.0404,0.03,0.07039999999999999
Hartford - CT USA - North Hartford,Hartford - CT,North Hartford,1210417.0,2024-12-31,275247.7319,0.6,165148.63913999998,110099.09276000001,0.0404,0.03,0.07039999999999999
Hartford - CT USA - Simsbury/Granby,Hartford - CT,Simsbury/Granby,1210417.0,2024-12-31,279300.4521,0.6,167580.27126,111720.18084,0.0404,0.03,0.07039999999999999
Hartford - CT USA - South Windsor/Vernon,Hartford - CT,South Windsor/Vernon,1210417.0,2024-12-31,233795.3533,0.6,140277.21198,93518.14132,0.0404,0.03,0.07039999999999999
Hartford - CT USA - West Hartford,Hartford - CT,West Hartford,1210417.0,2024-12-31,273034.682,0.6,163820.80919999996,109213.8728,0.0404,0.03,0.07039999999999999
Hickory - NC USA - City Of Hickory,Hickory - NC,City Of Hickory,370999.0,2024-12-31,164577.4066,0.6,98746.44395999999,65830.96264,0.0404,0.03,0.07039999999999999
Hickory - NC USA - Greater Catawba County,Hickory - NC,Greater Catawba County,370999.0,2024-12-31,284777.6174,0.6,170866.57043999998,113911.04696,0.0404,0.03,0.07039999999999999
Honolulu - HI USA - City Of Honolulu,Honolulu - HI,City Of Honolulu,990151.0,2024-12-31,384838.2393,0.6,230902.94358,153935.29572000002,0.0404,0.03,0.07039999999999999
Honolulu - HI USA - Outlying Oahu,Honolulu - HI,Outlying Oahu,990151.0,2024-12-31,480156.6581,0.6,288093.99486,192062.66324000002,0.0404,0.03,0.07039999999999999
Houston - TX USA - Alief,Houston - TX,Alief,7629913.0,2024-12-31,175503.8691,0.6,105302.32146,70201.54764,0.0404,0.03,0.07039999999999999
Houston - TX USA - Baytown,Houston - TX,Baytown,7629913.0,2024-12-31,157394.0583,0.6,94436.43497999999,62957.623320000006,0.0404,0.03,0.07039999999999999
Houston - TX USA - Bear Creek/Copperfield,Houston - TX,Bear Creek/Copperfield,7629913.0,2024-12-31,182263.5131,0.6,109358.10786,72905.40524000001,0.0404,0.03,0.07039999999999999
Houston - TX USA - Briar Forest/West Memorial,Houston - TX,Briar Forest/West Memorial,7629913.0,2024-12-31,149658.2923,0.6,89794.97537999999,59863.316920000005,0.0404,0.03,0.07039999999999999
Houston - TX USA - Brookhollow/Inwood,Houston - TX,Brookhollow/Inwood,7629913.0,2024-12-31,185224.9105,0.6,111134.9463,74089.9642,0.0404,0.03,0.07039999999999999
Houston - TX USA - Chambers County,Houston - TX,Chambers County,7629913.0,2024-12-31,171990.8362,0.6,103194.50171999999,68796.33448,0.0404,0.03,0.07039999999999999
Houston - TX USA - Cinco Ranch,Houston - TX,Cinco Ranch,7629913.0,2024-12-31,189310.845,0.6,113586.507,75724.338,0.0404,0.03,0.07039999999999999
Houston - TX USA - Downtown Houston,Houston - TX,Downtown Houston,7629913.0,2024-12-31,272937.6784,0.6,163762.60703999997,109175.07136,0.0404,0.03,0.07039999999999999
Houston - TX USA - East End Houston,Houston - TX,East End Houston,7629913.0,2024-12-31,246787.7739,0.6,148072.66434,98715.10956000001,0.0404,0.03,0.07039999999999999
Houston - TX USA - Galleria/Uptown,Houston - TX,Galleria/Uptown,7629913.0,2024-12-31,252198.2615,0.6,151318.9569,100879.3046,0.0404,0.03,0.07039999999999999
Houston - TX USA - Greenspoint/IAH Airport,Houston - TX,Greenspoint/IAH Airport,7629913.0,2024-12-31,170022.9995,0.6,102013.7997,68009.1998,0.0404,0.03,0.07039999999999999
Houston - TX USA - Heights,Houston - TX,Heights,7629913.0,2024-12-31,226551.8282,0.6,135931.09691999998,90620.73128,0.0404,0.03,0.07039999999999999
Houston - TX USA - Lake Houston Area,Houston - TX,Lake Houston Area,7629913.0,2024-12-31,161747.9132,0.6,97048.74792,64699.16528000001,0.0404,0.03,0.07039999999999999
Houston - TX USA - Medical Center/West University,Houston - TX,Medical Center/West University,7629913.0,2024-12-31,226845.0377,0.6,136107.02262,90738.01508,0.0404,0.03,0.07039999999999999
Houston - TX USA - Neartown/River Oaks,Houston - TX,Neartown/River Oaks,7629913.0,2024-12-31,263557.6603,0.6,158134.59618,105423.06412,0.0404,0.03,0.07039999999999999
Houston - TX USA - North Galveston County,Houston - TX,North Galveston County,7629913.0,2024-12-31,151962.3596,0.6,91177.41576,60784.94384,0.0404,0.03,0.07039999999999999
Houston - TX USA - Northeast Houston,Houston - TX,Northeast Houston,7629913.0,2024-12-31,185829.3831,0.6,111497.62986,74331.75324,0.0404,0.03,0.07039999999999999
Houston - TX USA - Northwest Houston,Houston - TX,Northwest Houston,7629913.0,2024-12-31,162790.4736,0.6,97674.28416,65116.18944,0.0404,0.03,0.07039999999999999
Houston - TX USA - Outlying Montgomery County,Houston - TX,Outlying Montgomery County,7629913.0,2024-12-31,183043.285,0.6,109825.971,73217.314,0.0404,0.03,0.07039999999999999
Houston - TX USA - Pearland,Houston - TX,Pearland,7629913.0,2024-12-31,194049.2386,0.6,116429.54316,77619.69544000001,0.0404,0.03,0.07039999999999999
Houston - TX USA - Richmond/Rosenberg,Houston - TX,Richmond/Rosenberg,7629913.0,2024-12-31,190266.7572,0.6,114160.05432,76106.70288,0.0404,0.03,0.07039999999999999
Houston - TX USA - South Brazoria County,Houston - TX,South Brazoria County,7629913.0,2024-12-31,139747.8898,0.6,83848.73388,55899.155920000005,0.0404,0.03,0.07039999999999999
Houston - TX USA - South Central Houston,Houston - TX,South Central Houston,7629913.0,2024-12-31,208156.3489,0.6,124893.80934,83262.53956,0.0404,0.03,0.07039999999999999
Houston - TX USA - South Galveston County,Houston - TX,South Galveston County,7629913.0,2024-12-31,185933.6671,0.6,111560.20026,74373.46684,0.0404,0.03,0.07039999999999999
Houston - TX USA - Southeast Houston,Houston - TX,Southeast Houston,7629913.0,2024-12-31,175620.3781,0.6,105372.22686,70248.15124,0.0404,0.03,0.07039999999999999
Houston - TX USA - Southeast Montgomery County,Houston - TX,Southeast Montgomery County,7629913.0,2024-12-31,174505.8375,0.6,104703.50249999999,69802.335,0.0404,0.03,0.07039999999999999
Houston - TX USA - Southwest Houston,Houston - TX,Southwest Houston,7629913.0,2024-12-31,179671.5683,0.6,107802.94098,71868.62732000001,0.0404,0.03,0.07039999999999999
Houston - TX USA - Spring Branch,Houston - TX,Spring Branch,7629913.0,2024-12-31,191414.4107,0.6,114848.64642,76565.76428,0.0404,0.03,0.07039999999999999
Houston - TX USA - Sugar Land/Missouri City,Houston - TX,Sugar Land/Missouri City,7629913.0,2024-12-31,184711.3294,0.6,110826.79763999999,73884.53176,0.0404,0.03,0.07039999999999999
Houston - TX USA - The Woodlands,Houston - TX,The Woodlands,7629913.0,2024-12-31,178845.9343,0.6,107307.56057999999,71538.37372,0.0404,0.03,0.07039999999999999
Houston - TX USA - Waller County,Houston - TX,Waller County,7629913.0,2024-12-31,330447.3,0.6,198268.37999999998,132178.92,0.0404,0.03,0.07039999999999999
Houston - TX USA - Westchase/Woodlake,Houston - TX,Westchase/Woodlake,7629913.0,2024-12-31,209730.654,0.6,125838.3924,83892.26160000001,0.0404,0.03,0.07039999999999999
Huntington - WV USA - Outlying Cabell County,Huntington - WV,Outlying Cabell County,345265.0,2024-12-31,128427.4488,0.6,77056.46927999999,51370.97952,0.0404,0.03,0.07039999999999999
Huntington - WV USA - Teays Valley/Hurricane,Huntington - WV,Teays Valley/Hurricane,345265.0,2024-12-31,34574.1347,0.6,20744.48082,13829.653880000002,0.0404,0.03,0.07039999999999999
Huntsville - AL USA - Central,Huntsville - AL,Central,534702.0,2024-12-31,194298.1829,0.6,116578.90974,77719.27316000001,0.0404,0.03,0.07039999999999999
Huntsville - AL USA - Limestone County,Huntsville - AL,Limestone County,534702.0,2024-12-31,146200.0996,0.6,87720.05975999999,58480.03984,0.0404,0.03,0.07039999999999999
Huntsville - AL USA - Madison/Airport,Huntsville - AL,Madison/Airport,534702.0,2024-12-31,204492.7216,0.6,122695.63295999999,81797.08864,0.0404,0.03,0.07039999999999999
Huntsville - AL USA - Outlying Madison County,Huntsville - AL,Outlying Madison County,534702.0,2024-12-31,213982.6998,0.6,128389.61988,85593.07992,0.0404,0.03,0.07039999999999999
Huntsville - AL USA - South Madison County,Huntsville - AL,South Madison County,534702.0,2024-12-31,240143.0584,0.6,144085.83504,96057.22336,0.0404,0.03,0.07039999999999999
Huntsville - AL USA - Southwest,Huntsville - AL,Southwest,534702.0,2024-12-31,173891.1587,0.6,104334.69522,69556.46348,0.0404,0.03,0.07039999999999999
Huntsville - AL USA - University/Research Park,Huntsville - AL,University/Research Park,534702.0,2024-12-31,226202.7004,0.6,135721.62024,90481.08016000001,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - Carmel/Zionsville/Westfield,Indianapolis - IN,Carmel/Zionsville/Westfield,2179401.0,2024-12-31,230210.1007,0.6,138126.06042,92084.04028000002,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - Central Marion County,Indianapolis - IN,Central Marion County,2179401.0,2024-12-31,212830.6043,0.6,127698.36258,85132.24172,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - Downtown Indianapolis,Indianapolis - IN,Downtown Indianapolis,2179401.0,2024-12-31,224343.6837,0.6,134606.21022,89737.47348,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - Downtown Plainfield,Indianapolis - IN,Downtown Plainfield,2179401.0,2024-12-31,173292.9241,0.6,103975.75446,69317.16964000001,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - Fishers/Noblesville,Indianapolis - IN,Fishers/Noblesville,2179401.0,2024-12-31,206350.165,0.6,123810.099,82540.066,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - Hancock County,Indianapolis - IN,Hancock County,2179401.0,2024-12-31,119857.8799,0.6,71914.72794,47943.15196,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - Inner Hendricks County,Indianapolis - IN,Inner Hendricks County,2179401.0,2024-12-31,162287.4322,0.6,97372.45932,64914.97288000001,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - Johnson County,Indianapolis - IN,Johnson County,2179401.0,2024-12-31,177833.475,0.6,106700.085,71133.39,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - North Washington Township,Indianapolis - IN,North Washington Township,2179401.0,2024-12-31,218723.1422,0.6,131233.88532,87489.25688,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - Northeast Marion County,Indianapolis - IN,Northeast Marion County,2179401.0,2024-12-31,246691.7624,0.6,148015.05744,98676.70496,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - Northwest Marion County,Indianapolis - IN,Northwest Marion County,2179401.0,2024-12-31,137090.1394,0.6,82254.08364,54836.055759999996,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - South Marion County,Indianapolis - IN,South Marion County,2179401.0,2024-12-31,151419.9625,0.6,90851.9775,60567.985,0.0404,0.03,0.07039999999999999
Indianapolis - IN USA - Southeast Indianapolis,Indianapolis - IN,Southeast Indianapolis,2179401.0,2024-12-31,119715.7548,0.6,71829.45288,47886.30192,0.0404,0.03,0.07039999999999999
Inland Empire - CA USA - Greater Ontario/Rancho Cucamonga,Inland Empire - CA,Greater Ontario/Rancho Cucamonga,4721135.0,2024-12-31,441829.8781,0.6,265097.92686,176731.95124,0.0404,0.03,0.07039999999999999
Inland Empire - CA USA - Outlying San Bernardino County,Inland Empire - CA,Outlying San Bernardino County,4721135.0,2024-12-31,266467.4843,0.6,159880.49057999998,106586.99372000001,0.0404,0.03,0.07039999999999999
Inland Empire - CA USA - Palm Springs,Inland Empire - CA,Palm Springs,4721135.0,2024-12-31,244626.0852,0.6,146775.65112,97850.43408,0.0404,0.03,0.07039999999999999
Inland Empire - CA USA - Riverside/Corona,Inland Empire - CA,Riverside/Corona,4721135.0,2024-12-31,386900.2076,0.6,232140.12456,154760.08304000003,0.0404,0.03,0.07039999999999999
Inland Empire - CA USA - San Bernardino,Inland Empire - CA,San Bernardino,4721135.0,2024-12-31,410317.6833,0.6,246190.60997999998,164127.07332,0.0404,0.03,0.07039999999999999
Inland Empire - CA USA - San Jacinto,Inland Empire - CA,San Jacinto,4721135.0,2024-12-31,338545.6312,0.6,203127.37872,135418.25248,0.0404,0.03,0.07039999999999999
Inland Empire - CA USA - Southwest Riverside County/Temecula,Inland Empire - CA,Southwest Riverside County/Temecula,4721135.0,2024-12-31,455255.6248,0.6,273153.37488,182102.24992,0.0404,0.03,0.07039999999999999
